Moment 1,Moment 2,Moment 3,Value 1,Value 2,Value 3,seed
0,-1,4,2.2769858761336373e-05,8.772732060074664e-06,3.827459206880007e-06,13118930
0,-1,5,1.9520511797829617e-05,8.21983508689745e-06,1.2166378870698817e-06,575683181
0,-1,6,2.0957884651932468e-05,1.1385540429490313e-05,1.4832689693043167e-06,239886316
0,-1,7,5.994434423134907e-05,2.250609891009904e-05,1.5043238293416092e-05,173536323
0,-1,8,6.809871128537585e-05,2.9677048495907662e-05,3.9665897010431725e-06,1278470364
0,-1,9,0.00012419666764326725,4.916336246479876e-05,5.569795741396282e-06,1274719455
0,-1,10,0.00012233666347403948,4.797482245589769e-05,1.651272945358953e-06,1837015828
0,1,2,0.0005641486155565907,0.00031109372854926635,0.00017992759554747966,475830410
0,1,4,2.760758143774077e-05,2.1560756098460866e-05,1.5045080012787404e-06,1660418824
0,1,5,3.193798585715815e-05,2.221603506021354e-05,6.3124341029278485e-06,1342779865
0,1,6,3.631651182577339e-05,2.183339600148272e-05,2.6013153889899582e-06,1984813768
0,1,7,3.8701933424361704e-05,1.8494946451961823e-05,1.3531652231811835e-06,1962710430
0,1,8,8.420012630167515e-05,5.0163293887909045e-05,4.260485054757902e-06,337708940
0,1,9,0.0002054099584199077,0.00010358847767382947,1.1120147378139986e-06,682642421
0,1,10,0.0002622806940969112,0.00012666504513668994,3.8236957537079125e-06,489285266
0,2,4,3.932074208113345e-05,1.3936318826332018e-05,1.1610085983168166e-06,1092027741
0,2,5,4.739225759527625e-05,3.067981994223955e-05,1.4985089458878765e-06,1582324599
0,2,6,1.7408685764231462e-05,6.920021154001801e-06,1.4920863095807074e-06,606025308
0,2,7,5.6226287764142634e-05,2.4180213141902242e-05,3.1885644004346523e-06,1549402668
0,2,8,2.934667853112227e-05,1.0835855665165386e-05,7.973595208728362e-06,859524341
0,2,9,5.3579081861299785e-05,1.6380082345951227e-05,1.9824383708356055e-06,1632166969
0,2,10,2.677904433957786e-05,1.0748693093133658e-05,1.525706246388949e-05,676993407
0,4,5,1.170828336717971e-05,1.0778465310875697e-06,7.429629181201082e-07,1179149056
0,4,6,1.51233795951967e-05,9.61924436284534e-07,6.396533568455143e-07,1195243081
0,4,7,1.3485298214621963e-05,3.752318362279582e-06,6.767313359250205e-06,964568808
0,4,8,1.0050488572585587e-05,1.925396784587643e-06,1.0095335171891835e-06,1200865974
0,4,9,1.8278883409150797e-05,3.6515809310532965e-06,3.0127985071447685e-06,1348504540
0,4,10,2.20233918057635e-05,9.964066196189732e-07,7.594612366117619e-07,473855810
0,5,6,1.240534962921297e-05,8.471369228196683e-07,8.474326196361622e-07,249970320
0,5,7,2.2096897422605202e-05,2.856470660753785e-06,2.1206132459010793e-06,1327146373
0,5,8,2.009869233343439e-05,1.3005833481495672e-06,1.8365149432526015e-06,988501427
0,5,9,1.4610467998405687e-05,7.672128816266843e-07,9.256188759027425e-07,849264986
0,5,10,2.9339619012868383e-05,1.0315263573376097e-05,2.6051912873274363e-05,140355618
0,6,7,1.557530801901776e-05,1.1315229428226925e-06,1.0998030066510146e-06,1544548803
0,6,8,1.754543004301647e-05,1.64319121573868e-06,1.5464560266118376e-06,429441886
0,6,9,3.2581456139360914e-05,5.371172128368841e-06,4.5702477419416425e-06,538261454
0,6,10,1.7428776822374045e-05,8.255847383719398e-07,8.231641873183841e-07,131173046
0,7,8,6.499004515374188e-05,2.0561916626210356e-06,1.7887970171686297e-06,2071925837
0,7,9,6.009054963796422e-05,2.7987677621003526e-06,2.074609025442422e-06,1544491220
0,7,10,6.360893655589657e-05,2.7323782260161875e-06,1.7671337084604148e-06,2046552449
0,8,9,0.00017808889248332668,1.542578361755703e-05,1.3668763146838409e-05,1888838670
0,8,10,0.0002485719851745725,3.0960442010535327e-06,1.9963665688372314e-06,715945843
0,9,10,0.00026115936323945236,2.2460948545263325e-06,2.016376033256655e-06,259607841
0,-2,-1,0.0001820715837445723,1.956581395865128e-05,8.954169862554382e-05,99549332
0,-2,1,0.0001797889972502964,1.1002541334341754e-05,0.00010217059800865891,1363245224
0,-2,2,0.0001084484415989011,7.169802384584178e-06,3.534787540066168e-05,690392600
0,-2,4,2.395579447985049e-05,4.038190752222264e-06,6.7217367108301515e-06,382279133
0,-2,5,2.523798378149809e-05,3.978000364715915e-06,2.19129894653691e-06,1818905018
0,-2,6,2.4632282802751703e-05,4.304651938087938e-06,5.132546841437846e-06,865383196
0,-2,7,4.250196348041463e-05,5.9877865939187746e-06,1.7438144288539212e-06,1947981778
0,-2,8,8.582262995342476e-05,7.189707298130982e-06,1.4251161030756339e-06,1656019666
0,-2,9,0.00015380027985163346,1.2274235193745655e-05,1.9920065134308512e-05,906145415
0,-2,10,0.00014100594043662732,1.2150634604187649e-05,1.47516421875758e-06,74829278
0,-1,1,3.1853193442059e-05,1.3535935698130263e-05,1.9598440102317824e-05,1548444162
0,-1,2,2.9943038267647536e-05,1.1781531821436024e-05,1.4335350798122685e-05,218901055
0,-1,4,1.6314733209161327e-05,6.6969039633345165e-06,2.561906432255219e-06,212065137
0,-1,5,1.7428388592139552e-05,7.428482931911455e-06,2.0044421428916123e-06,1868618882
0,-1,6,8.888561002621857e-05,3.919636486076321e-05,1.691034543713348e-06,1167504599
0,-1,7,5.0170495612117904e-05,2.6071307933651246e-05,2.3157711088378817e-06,2048028817
0,-1,8,0.00014734463315447066,5.357627662668476e-05,3.1113119380265834e-06,1978268909
0,-1,9,0.00013995847890960268,5.355119563724163e-05,1.83922953769052e-06,402796250
0,-1,10,7.09609446711736e-05,2.7515060355202668e-05,1.4134396479719686e-06,842507514
